,index,PhotoName,Personality,IvsE,SvsN,TvsF,JvsP,Age,BeardConf,BeardValue,Happy,Confused,Calm,Angry,Sad,Surprised,Disgusted,EyeglassesConf,EyeglassesValue,EyesOpenConf,EyesOpenValue,GenderConf,GenderValue,MouthOpenConf,MouthOpenValue,MustacheConf,MustacheValue,Pitch,Roll,Yaw,SmileConf,SmileValue,Brightness,Sharpness,SunglassesConf,SunglassesValue
3926,3926,1520593041322216.jpg,ENTP,E,N,Think,P,21.5,95.8689956665039,True,67.02741241455078,2.1578192710876465,0.0,0.0,8.253908157348633,0.0,0.0,99.92487335205078,False,74.13907623291016,False,99.92752075195312,Male,89.21636199951172,False,91.99371337890625,False,1.9056930541992188,-15.97221565246582,55.08607482910156,68.10726928710938,True,31.065702438354492,89.90251922607422,99.15538787841797,False
3928,3928,152080838728981.jpg,ENTP,E,N,Think,P,55.0,99.91732788085938,True,4.074995040893555,8.913058280944824,0.0,41.08129119873047,0.0,0.0,0.0,55.96284103393555,True,67.00958251953125,False,99.92860412597656,Male,98.79182434082031,False,99.9971694946289,True,-12.35162353515625,12.504005432128906,11.623854637145996,87.56768035888672,True,20.32847785949707,99.99928283691406,70.55442810058594,False
3929,3929,1521106841338844.jpg,ENTP,E,N,Think,P,30.5,83.38414764404297,False,86.1737060546875,0.0,0.0,0.0,0.0,51.8345832824707,0.6321251392364502,97.51602935791016,False,88.44837188720703,False,71.41036987304688,Male,98.46176147460938,False,74.23888397216797,False,7.288308143615723,17.91183853149414,-61.80332946777344,94.62986755371094,True,43.37650680541992,99.80813598632812,86.42369842529297,False
3930,3930,152165312191849.jpg,ENTP,E,N,Think,P,67.0,82.5953140258789,True,0.0,79.88375854492188,0.0,2.2654175758361816,71.56590270996094,0.0,0.0,98.99534606933594,True,99.55313873291016,False,99.923095703125,Male,99.86151123046875,False,95.66677856445312,False,3.2442007064819336,2.5836260318756104,-3.4923291206359863,98.70475006103516,False,34.13648986816406,99.99957275390625,52.252952575683594,True
3931,3931,1521699677951285.jpg,ENTP,E,N,Think,P,29.0,99.97274780273438,False,99.07244873046875,2.3424744606018066,0.0,0.0,0.0,2.026110887527466,0.0,99.99974060058594,True,61.17185974121094,False,100.0,Female,50.856422424316406,False,99.71003723144531,False,2.1640543937683105,1.4546520709991455,23.247459411621094,98.55350494384766,True,32.75884246826172,99.97486114501953,98.60688781738281,True
3932,3932,1521774577908175.jpg,ENTP,E,N,Think,P,22.0,63.451087951660156,False,0.0,5.176347732543945,17.253339767456055,3.7270545959472656,0.0,0.0,0.0,99.99986267089844,True,99.99591064453125,True,95.96765899658203,Male,98.72142791748047,False,86.15022277832031,False,4.667294979095459,-1.0432605743408203,5.141574859619141,87.40707397460938,True,30.759248733520508,99.99671173095703,98.81542205810547,False
3933,3933,1523023897745914.jpg,ENTP,E,N,Think,P,35.0,99.78667449951172,True,0.0,32.01169204711914,0.0,14.222728729248047,50.72219467163086,0.0,0.0,99.99861145019531,True,83.98562622070312,True,99.92919921875,Male,98.22160339355469,False,99.85786437988281,True,-2.3877530097961426,8.132640838623047,23.104642868041992,90.05818176269531,False,41.51716995239258,99.68138885498047,97.40718078613281,True
3934,3934,1523563834333103.jpg,ENTP,E,N,Think,P,34.5,99.99490356445312,False,96.26744079589844,0.0,0.0,0.9230434894561768,4.0106000900268555,0.0,0.0,73.50151824951172,False,99.67202758789062,False,91.23026275634766,Male,55.55366134643555,False,99.99282836914062,False,5.775260925292969,13.969206809997559,2.2405476570129395,93.07732391357422,True,43.04611587524414,53.80615997314453,98.61827850341797,False
3936,3936,1528149403942560.jpg,ENTP,E,N,Think,P,27.5,99.99597930908203,False,0.0,85.09686279296875,18.293350219726562,18.271291732788086,0.0,0.0,0.0,93.19271087646484,False,50.872886657714844,True,96.08141326904297,Male,99.77867889404297,False,99.9961166381836,False,0.07048245519399643,-24.06682586669922,-8.9847993850708,99.99724578857422,False,41.63230514526367,99.99090576171875,99.99183654785156,False
3938,3938,1528589190556141.jpg,ENTP,E,N,Think,P,43.5,64.3757553100586,False,12.460138320922852,0.0,0.0,9.98712158203125,0.0,0.0,4.861080646514893,99.99944305419922,False,98.81739044189453,False,99.92906951904297,Male,90.31139373779297,False,99.76632690429688,False,15.977550506591797,-12.259942054748535,-10.526915550231934,88.25589752197266,False,39.49298858642578,99.98487854003906,99.17913818359375,False
3939,3939,1528655020547565.jpg,ENTP,E,N,Think,P,34.5,99.04216003417969,False,96.30619049072266,0.0,0.0,0.5233168601989746,6.912243366241455,0.0,0.0,99.98424530029297,False,99.91036987304688,False,100.0,Female,82.40837860107422,False,99.90384674072266,False,3.208958864212036,-0.5573588609695435,4.239387512207031,93.46392059326172,True,24.688308715820312,99.95819854736328,99.86095428466797,False
3940,3940,1531298110242590.jpg,ENTP,E,N,Think,P,34.5,99.99390411376953,False,17.24843978881836,37.01102066040039,7.8230438232421875,0.0,0.0,0.0,0.0,99.9822998046875,False,89.08103942871094,True,99.63815307617188,Male,97.4946060180664,False,99.99724578857422,False,3.7922120094299316,-7.938268661499023,0.26859933137893677,61.615108489990234,False,69.68917846679688,99.95819854736328,99.61366271972656,False
3942,3942,1532187620195156.jpg,ENTP,E,N,Think,P,34.5,69.0203628540039,True,69.91549682617188,2.2656917572021484,2.7099609375,0.0,0.0,0.0,0.0,99.90576171875,False,99.99925231933594,True,99.75840759277344,Male,99.90314483642578,False,91.02593994140625,False,4.676349639892578,-1.6018317937850952,-8.401880264282227,60.61743927001953,False,38.40537643432617,99.884521484375,99.95510864257812,False
3943,3943,1533812550013117.jpg,ENTP,E,N,Think,P,35.0,99.9919662475586,True,0.0,3.860902786254883,0.0,6.148171424865723,14.0469970703125,0.0,0.0,99.99974822998047,True,99.9993896484375,False,99.9291763305664,Male,99.96670532226562,False,99.93421936035156,True,-2.807457208633423,3.154677152633667,13.86880874633789,99.82441711425781,False,33.001590728759766,99.99928283691406,98.88774871826172,True
3945,3945,1534034953339066.jpg,ENTP,E,N,Think,P,38.5,99.9828109741211,True,55.84199523925781,0.0,0.0,2.417266368865967,0.0,4.0696563720703125,0.0,99.9972915649414,False,99.9792251586914,True,99.9217758178711,Male,99.29450988769531,False,99.98995971679688,True,0.5306873321533203,0.5514786839485168,-1.356192708015442,90.31910705566406,True,70.97256469726562,99.99957275390625,99.98400115966797,False
3946,3946,1534119443338111.jpg,ENTP,E,N,Think,P,29.0,98.56500244140625,False,47.1068000793457,6.912505626678467,0.0,0.0,13.366901397705078,0.0,0.0,99.95626068115234,True,99.90298461914062,True,100.0,Female,99.70587158203125,False,97.8919448852539,False,4.961965084075928,0.4671078324317932,3.0829710960388184,61.661170959472656,False,29.189577102661133,99.98487854003906,98.19856262207031,False
3948,3948,1537190839681905.jpg,ENTP,E,N,Think,P,34.5,91.62762451171875,False,99.2170181274414,0.0,0.0,0.31252503395080566,0.0,0.0,3.0909597873687744,99.98981475830078,False,96.1550064086914,True,99.92916870117188,Male,93.94792175292969,False,91.25213623046875,False,0.47296395897865295,-8.899166107177734,-2.0794646739959717,96.55650329589844,True,46.21733856201172,98.55191040039062,98.94482421875,False
3949,3949,1537536142958566.jpg,ENTP,E,N,Think,P,29.0,99.94794464111328,True,6.160574913024902,7.658588886260986,0.0,0.0,0.0,38.4335823059082,0.0,86.54300689697266,True,99.11397552490234,True,99.92921447753906,Male,99.61412811279297,False,99.9217529296875,True,12.501821517944336,3.572495460510254,-16.119598388671875,81.88345336914062,True,41.375282287597656,99.99671173095703,99.93818664550781,False
3951,3951,1540250522677068.jpg,ENTP,E,N,Think,P,34.5,99.9522476196289,False,85.70817565917969,0.0,0.0,2.228027582168579,0.0,8.649290084838867,0.0,99.82723999023438,False,99.9473876953125,True,100.0,Female,99.984375,False,99.99151611328125,False,-0.5038653016090393,34.505733489990234,8.973902702331543,95.32402038574219,True,22.4953670501709,99.97486114501953,99.42411804199219,False
3954,3954,1542741749147544.jpg,ENTP,E,N,Think,P,29.0,96.8051986694336,False,69.12425994873047,0.0,0.0,0.0,1.6985952854156494,69.3020248413086,0.0,99.81783294677734,False,56.724281311035156,False,100.0,Female,73.66102600097656,False,99.92868041992188,False,8.168134689331055,-12.142881393432617,-10.087303161621094,70.9014663696289,False,13.759849548339844,99.98487854003906,98.53582000732422,False
3957,3957,1544622725632767.jpg,ENTP,E,N,Think,P,27.5,87.40592956542969,True,98.87679290771484,0.8915126323699951,0.0,0.0,0.615471601486206,0.0,0.0,98.39717102050781,False,99.76957702636719,True,100.0,Female,96.42155456542969,False,95.38362884521484,True,-10.434332847595215,6.71419095993042,42.743865966796875,55.670379638671875,True,36.570316314697266,99.68138885498047,96.7392349243164,False
3958,3958,1546085292151467.jpg,ENTP,E,N,Think,P,34.5,99.98487091064453,False,99.4264144897461,0.0,0.0,0.0,0.2347707748413086,0.7948815822601318,0.0,99.99999237060547,True,56.70576095581055,False,100.0,Female,92.63713073730469,False,99.99880981445312,False,-0.8710117340087891,3.251457929611206,-6.901089668273926,99.3747787475586,True,51.01074981689453,99.99880981445312,99.25452423095703,False
3959,3959,1546326765390357.jpg,ENTP,E,N,Think,P,27.5,99.83097076416016,True,58.4705810546875,7.24109411239624,0.0,0.0,6.097996234893799,0.0,0.0,99.94113159179688,False,76.35812377929688,True,99.9286880493164,Male,99.92191314697266,False,99.87633514404297,True,1.0473558902740479,1.5069360733032227,0.034861739724874496,73.03276062011719,True,18.554195404052734,99.95819854736328,99.97952270507812,False
3961,3961,1546614118765658.jpg,ENTP,E,N,Think,P,29.0,99.99516296386719,False,28.657072067260742,6.27766227722168,0.0,0.0,10.755121231079102,0.0,0.0,99.99504852294922,False,91.84429931640625,True,100.0,Female,99.90866088867188,False,99.90678405761719,False,-2.457509994506836,3.3383989334106445,-14.310784339904785,95.07295227050781,False,36.86057662963867,99.99671173095703,99.97915649414062,False
3962,3962,1547124915365205.jpg,ENTP,E,N,Think,P,29.0,99.95481872558594,False,96.86923217773438,0.0,0.0,0.0,2.119952440261841,3.4088432788848877,0.0,97.62994384765625,False,99.9416732788086,True,100.0,Female,58.902976989746094,False,98.30665588378906,False,-25.436710357666016,-0.2765693664550781,13.390787124633789,83.58757019042969,True,36.68601608276367,99.9980239868164,98.73069763183594,False
3963,3963,1547588921973737.jpg,ENTP,E,N,Think,P,20.0,99.9969711303711,False,3.0052359104156494,0.0,0.0,0.0,26.499265670776367,14.868247985839844,0.0,99.52104949951172,False,99.99946594238281,True,100.0,Female,99.92515563964844,False,99.99253845214844,False,1.3638782501220703,-39.37300109863281,3.9442286491394043,99.84126281738281,False,30.18633460998535,99.99090576171875,99.6493911743164,False
3964,3964,1549123835154748.jpg,ENTP,E,N,Think,P,21.5,99.97993469238281,False,77.15808868408203,0.0,0.0,0.0,1.5421926975250244,1.345914602279663,0.0,96.20674133300781,True,95.15771484375,True,99.92485046386719,Male,99.74269104003906,False,99.99929809570312,False,-1.9064973592758179,-19.413944244384766,2.6341335773468018,98.22032165527344,True,34.58880615234375,98.55191040039062,99.91170501708984,False
3966,3966,1551112278261118.jpg,ENTP,E,N,Think,P,27.5,99.45323181152344,False,48.68545150756836,3.146815299987793,0.0,0.0,9.143251419067383,0.0,0.0,99.93199157714844,False,99.99970245361328,False,100.0,Female,99.01963806152344,False,99.87036895751953,False,-17.519906997680664,0.9576979875564575,-13.274015426635742,68.25529479980469,True,24.318822860717773,99.99671173095703,97.77986145019531,False
3969,3969,1553261784735664.jpg,ENTP,E,N,Think,P,34.5,86.03092193603516,True,11.171093940734863,18.191856384277344,0.0,0.0,0.0,0.0,2.3193061351776123,99.82192993164062,False,99.9915542602539,True,99.9289779663086,Male,97.72929382324219,False,95.4921875,True,-19.134883880615234,-0.4827854633331299,27.154624938964844,82.10086059570312,True,58.79359436035156,99.98487854003906,99.92671203613281,False
3970,3970,1555367957891563.jpg,ENTP,E,N,Think,P,43.5,84.1234130859375,True,79.96037292480469,4.275089263916016,3.4664273262023926,0.0,0.0,0.0,0.0,99.98480987548828,True,99.79253387451172,False,99.90938568115234,Male,99.91609191894531,False,95.2572250366211,False,-7.341366767883301,-10.719003677368164,16.358806610107422,89.3965072631836,True,37.16604232788086,99.9945297241211,97.38261413574219,False
3971,3971,155640321706476.jpg,ENTP,E,N,Think,P,5.5,95.69051361083984,False,92.78356170654297,0.0,0.0,2.589738368988037,39.937896728515625,0.0,0.0,99.99999237060547,False,97.73489379882812,True,99.41832733154297,Male,95.22738647460938,False,91.59532928466797,False,8.221938133239746,8.504219055175781,-10.080062866210938,94.37013244628906,False,47.816322326660156,99.1240463256836,99.9776382446289,False
3973,3973,1560943517300309.jpg,ENTP,E,N,Think,P,17.0,56.736236572265625,True,43.645347595214844,2.849525213241577,0.0,0.0,61.90458679199219,0.0,0.0,99.07730102539062,False,98.64160919189453,True,99.9153823852539,Male,99.86639404296875,False,80.9564208984375,True,17.782289505004883,24.539222717285156,-13.36034107208252,99.90355682373047,False,20.12462615966797,99.98487854003906,98.90568542480469,False
3977,3977,1563704383743984.jpg,ENTP,E,N,Think,P,29.0,92.22318267822266,True,3.669759750366211,0.0,4.980957508087158,0.0,75.70765686035156,0.0,0.0,99.99758911132812,False,99.96530151367188,True,100.0,Female,99.79456329345703,False,94.03987884521484,False,5.010268211364746,31.71537971496582,4.237432956695557,99.99918365478516,False,38.79083251953125,99.99090576171875,99.02153015136719,False
3978,3978,1568407866584918.jpg,ENTP,E,N,Think,P,34.5,99.94744873046875,False,75.47709655761719,3.6205649375915527,21.929914474487305,0.0,0.0,0.0,0.0,99.925048828125,False,99.99791717529297,True,100.0,Female,98.92642211914062,False,95.52395629882812,False,3.142836093902588,-3.684702157974243,19.726842880249023,65.86973571777344,False,40.56871795654297,99.9305191040039,92.29190826416016,False
3980,3980,1570986199635421.jpg,ENTP,E,N,Think,P,34.5,99.50309753417969,False,87.12203216552734,0.0,29.103397369384766,0.0,4.0465593338012695,0.0,0.0,99.89885711669922,False,99.88653564453125,False,99.9289779663086,Male,99.96955871582031,False,99.88094329833984,False,11.41269588470459,2.5664377212524414,11.667125701904297,85.71824645996094,True,61.135746002197266,99.9945297241211,99.83578491210938,False
3982,3982,1573419909363571.jpg,ENTP,E,N,Think,P,58.0,99.73611450195312,True,91.83677673339844,0.0,1.460099220275879,0.0,0.0,4.1966142654418945,0.0,92.86961364746094,False,98.50279998779297,True,100.0,Female,92.75216674804688,False,98.92334747314453,True,9.743134498596191,-4.442387104034424,-9.102245330810547,94.9085922241211,True,19.517858505249023,99.99957275390625,99.20223236083984,False
3983,3983,1573475336053253.jpg,ENTP,E,N,Think,P,34.5,99.9649887084961,False,57.27256393432617,0.0,0.0,0.0,0.0,7.2737932205200195,2.8385519981384277,68.92528533935547,True,97.10749053955078,False,100.0,Female,71.97152709960938,False,99.99557495117188,False,9.561525344848633,-4.094438552856445,-47.498802185058594,98.1980972290039,True,32.950050354003906,99.98487854003906,63.18745422363281,False
3986,3986,1574329102609869.jpg,ENTP,E,N,Think,P,22.0,97.97340393066406,False,99.9127426147461,0.0,0.5366086959838867,0.6029784679412842,0.0,0.0,0.0,99.978515625,True,69.4434814453125,True,99.92841339111328,Male,67.90469360351562,True,97.97119140625,False,16.733917236328125,3.210142135620117,5.608715534210205,99.72332763671875,True,28.85552406311035,89.90251922607422,97.22994232177734,False
3987,3987,1574591115897075.jpg,ENTP,E,N,Think,P,18.5,99.07121276855469,False,87.99322509765625,4.755067825317383,0.0,0.0,3.9203286170959473,0.0,0.0,75.27063751220703,False,99.99861145019531,True,99.92823791503906,Male,84.43016815185547,False,99.56694030761719,False,17.764265060424805,11.166999816894531,-0.9320651888847351,78.5706787109375,True,41.6629753112793,99.9945297241211,87.02207946777344,False
3988,3988,1580059228717538.jpg,ENTP,E,N,Think,P,43.5,99.9984130859375,False,43.77533721923828,3.3977150917053223,0.0,0.0,8.551019668579102,0.0,0.0,96.28600311279297,False,99.99739837646484,False,100.0,Female,99.95236206054688,False,99.9975357055664,False,-6.0941338539123535,-25.920032501220703,1.0077152252197266,59.40252685546875,False,46.97435760498047,99.1240463256836,58.47498321533203,True
3989,3989,1581082771935537.jpg,ENTP,E,N,Think,P,30.5,80.57257843017578,True,0.0,16.969829559326172,29.774688720703125,0.0,0.0,6.808596611022949,0.0,97.67223358154297,False,99.99758911132812,True,99.92735290527344,Male,99.83516693115234,False,98.78697967529297,True,-10.9196195602417,-5.309976577758789,-2.6628942489624023,68.83636474609375,False,61.43079376220703,99.99928283691406,99.91690063476562,False
3990,3990,1581126325281697.jpg,ENTP,E,N,Think,P,34.5,99.93929290771484,False,99.94786834716797,0.0,2.819335460662842,0.0,0.2647101879119873,0.0,0.0,99.99686431884766,False,99.98961639404297,True,100.0,Female,99.248779296875,False,99.92896270751953,False,-2.3202590942382812,13.7105073928833,-0.7676647305488586,97.2544937133789,True,42.10540771484375,93.67259216308594,99.00609588623047,False
3992,3992,1581687245223223.jpg,ENTP,E,N,Think,P,29.0,99.98793029785156,False,16.662689208984375,0.0,0.0,0.0,0.0,8.272165298461914,16.107004165649414,99.99996948242188,False,99.99746704101562,True,100.0,Female,65.87691497802734,True,99.99961853027344,False,-9.835088729858398,7.8317155838012695,2.161031484603882,93.75720977783203,False,48.917877197265625,99.9945297241211,99.97911071777344,False
3999,3999,1003994419776956.jpg,ESFJ,E,S,Feel,J,19.5,99.9999008178711,False,5.590741157531738,0.0,8.413678169250488,0.0,14.224701881408691,0.0,0.0,75.75648498535156,True,98.80570983886719,True,100.0,Female,99.08555603027344,False,99.9999771118164,False,7.628780841827393,-9.703348159790039,-3.345459222793579,94.60499572753906,False,51.32103729248047,99.9980239868164,97.1821060180664,False
4002,4002,10100293654142159.jpg,ESFJ,E,S,Feel,J,30.5,99.9984359741211,False,62.872825622558594,5.993854999542236,0.0,7.995730400085449,0.0,0.0,0.0,99.99256896972656,False,99.99983978271484,True,100.0,Female,95.5898666381836,False,99.97657012939453,False,-12.554163932800293,-11.209456443786621,38.93997573852539,91.01854705810547,True,83.65502166748047,99.99671173095703,99.97012329101562,False
4004,4004,10100306414445265.jpg,ESFJ,E,S,Feel,J,43.5,99.9963607788086,True,65.10223388671875,1.9511640071868896,0.0,0.0,0.0,5.279111862182617,0.0,96.07061004638672,False,71.01551055908203,True,99.89323425292969,Male,87.90447998046875,False,96.74849700927734,True,7.602928638458252,-3.46433424949646,-9.193694114685059,97.71359252929688,True,52.7484245300293,99.98487854003906,99.50950622558594,False
4005,4005,10100367881175131.jpg,ESFJ,E,S,Feel,J,34.5,99.99854278564453,False,98.27449798583984,0.0,0.0,0.0,0.40842294692993164,0.7314443588256836,0.0,99.997314453125,False,99.99998474121094,True,100.0,Female,97.0837173461914,True,99.99494171142578,False,-8.183560371398926,-10.917071342468262,8.97256851196289,95.70946502685547,True,44.389007568359375,99.9945297241211,99.94744873046875,False
4006,4006,10100435581564864.jpg,ESFJ,E,S,Feel,J,43.5,98.55935668945312,False,99.42647552490234,6.663787364959717,0.0,0.0,0.5520462989807129,0.0,0.0,99.70140075683594,False,95.42269134521484,True,100.0,Female,97.056396484375,False,92.71148681640625,False,-9.090303421020508,3.1940300464630127,-3.126067638397217,98.91777801513672,True,57.22135925292969,99.99090576171875,99.4134750366211,False
4007,4007,10100443629061018.jpg,ESFJ,E,S,Feel,J,30.5,81.11173248291016,False,98.69680786132812,0.7137537002563477,1.140129566192627,0.0,0.0,0.0,0.0,100.0,True,96.87920379638672,True,99.9223861694336,Male,90.34757995605469,False,99.9423599243164,False,-0.6275076270103455,-0.16254961490631104,8.316690444946289,97.34050750732422,True,44.00062561035156,99.99957275390625,98.38475799560547,True
4008,4008,10100550657799727.jpg,ESFJ,E,S,Feel,J,35.0,97.82710266113281,False,14.783390045166016,0.0,26.876813888549805,0.0,4.737043380737305,0.0,0.0,99.99481964111328,True,94.4836196899414,True,99.92830657958984,Male,99.86528778076172,False,99.9658203125,False,5.779042720794678,11.493947982788086,5.355814456939697,69.32828521728516,False,46.03874588012695,99.98487854003906,89.74745178222656,False
4009,4009,10100718229534213.jpg,ESFJ,E,S,Feel,J,34.5,97.80326843261719,True,53.255313873291016,0.0,2.121216058731079,0.0,3.8344085216522217,0.0,0.0,99.98347473144531,False,99.25338745117188,True,99.92915344238281,Male,99.65721893310547,False,99.97276306152344,True,-0.9846428632736206,-5.904819011688232,-19.486385345458984,90.2635498046875,False,22.322721481323242,99.9945297241211,99.91349029541016,False
4011,4011,10100848723513156.jpg,ESFJ,E,S,Feel,J,43.5,99.96519470214844,False,99.97428894042969,0.3500401973724365,0.4544377326965332,0.0,0.0,0.0,0.0,99.90267181396484,True,99.998291015625,True,100.0,Female,79.31458282470703,False,99.9582748413086,False,-5.781260967254639,-16.76100730895996,-24.28286361694336,99.4298095703125,True,41.89603805541992,99.99880981445312,99.44287872314453,False
4013,4013,10101035385122069.jpg,ESFJ,E,S,Feel,J,27.5,99.99739074707031,False,96.25051879882812,0.0,0.0,2.381342649459839,25.0248966217041,0.0,0.0,98.97586059570312,False,81.46928405761719,False,100.0,Female,94.64515686035156,False,99.9525146484375,False,14.111459732055664,-31.393577575683594,-24.7584285736084,72.97601318359375,False,19.8797664642334,99.99090576171875,80.03356170654297,False
4014,4014,10101269049457116.jpg,ESFJ,E,S,Feel,J,22.0,99.65570068359375,True,21.643978118896484,0.0,0.0,0.0,0.0,17.695640563964844,3.577190637588501,96.92446899414062,True,96.2007827758789,False,100.0,Female,89.75723266601562,False,99.46237182617188,True,19.354026794433594,36.14866638183594,-39.62853240966797,73.9774169921875,True,37.72161102294922,99.9305191040039,98.6615982055664,False
4015,4015,10101302972435162.jpg,ESFJ,E,S,Feel,J,30.5,99.6451416015625,False,99.96949005126953,0.7807791233062744,0.0,0.0,0.7304728031158447,0.0,0.0,99.9956283569336,False,99.99949645996094,True,100.0,Female,55.03105926513672,False,99.94971466064453,False,-19.863021850585938,-0.4131309986114502,-11.93729019165039,98.84233093261719,True,41.328330993652344,99.9945297241211,99.9398193359375,False
4017,4017,10101532104826637.jpg,ESFJ,E,S,Feel,J,37.0,99.93791198730469,False,93.18968963623047,9.210676193237305,4.864263534545898,0.0,0.0,0.0,0.0,99.7201919555664,False,99.96663665771484,True,100.0,Female,96.6224136352539,False,99.82749938964844,False,4.76515007019043,-6.866372108459473,9.812736511230469,91.54684448242188,False,45.451358795166016,99.97486114501953,88.78654479980469,False
4019,4019,10101644360002694.jpg,ESFJ,E,S,Feel,J,35.0,99.94538116455078,False,92.58065032958984,60.36684036254883,0.277477502822876,0.0,0.0,0.0,0.0,100.0,True,94.42460632324219,True,51.25236511230469,Male,99.89331817626953,False,99.9935531616211,False,-8.96336841583252,8.048912048339844,3.9259350299835205,78.53350067138672,True,61.950618743896484,99.9980239868164,98.02339935302734,False
4021,4021,10101717798305310.jpg,ESFJ,E,S,Feel,J,34.5,97.46055603027344,False,99.71736907958984,0.0,0.0,0.4061102867126465,0.0,2.9025673866271973,0.0,99.79071044921875,True,99.99398040771484,True,100.0,Female,93.46119689941406,False,99.04515838623047,False,3.161905527114868,-8.086105346679688,12.704729080200195,99.94416809082031,True,56.9468994140625,99.95819854736328,88.3743667602539,False
4023,4023,10101774283419505.jpg,ESFJ,E,S,Feel,J,29.0,99.8891830444336,False,92.84015655517578,0.0,2.2982537746429443,0.0,0.0,0.0,4.774111747741699,100.0,True,87.17664337158203,False,100.0,Female,85.54478454589844,True,99.29976654052734,False,-5.109309196472168,-1.9701745510101318,-7.102459907531738,82.75135803222656,True,19.06464195251465,99.1240463256836,97.63043212890625,True
4026,4026,10102711647608823.jpg,ESFJ,E,S,Feel,J,30.5,99.98440551757812,False,90.83116912841797,2.7041494846343994,0.0,0.0,0.0,6.943112373352051,0.0,100.0,True,99.47077178955078,True,100.0,Female,99.91543579101562,False,99.98872375488281,False,-13.203154563903809,2.9919769763946533,10.470928192138672,99.27399444580078,True,34.85751724243164,99.99880981445312,77.13343048095703,False
4027,4027,10102882351541447.jpg,ESFJ,E,S,Feel,J,34.5,99.90245056152344,False,98.91544342041016,0.5506575107574463,1.3653993606567383,0.0,0.0,0.0,0.0,52.1800651550293,True,99.99799346923828,True,100.0,Female,99.94062805175781,False,99.91205596923828,False,-9.339534759521484,-0.7064085602760315,-4.2978057861328125,98.7061996459961,True,35.303863525390625,99.99671173095703,99.5150375366211,False
4028,4028,10102946684597297.jpg,ESFJ,E,S,Feel,J,34.5,89.62202453613281,True,0.0,0.0,0.0,12.36146068572998,0.0,35.625057220458984,30.163658142089844,99.99214935302734,False,87.52250671386719,True,99.83450317382812,Male,68.18569946289062,True,81.37655639648438,False,9.002423286437988,-16.09076499938965,-12.353415489196777,99.92718505859375,False,50.207008361816406,99.98487854003906,99.89097595214844,False
4031,4031,10103337191877771.jpg,ESFJ,E,S,Feel,J,29.0,77.39019012451172,False,92.13841247558594,2.7752161026000977,0.0,2.3035168647766113,0.0,0.0,0.0,99.99942779541016,True,54.61847686767578,False,100.0,Female,99.0081787109375,False,64.3895263671875,True,-5.107846260070801,-2.597567558288574,2.2954726219177246,85.8585433959961,True,31.145122528076172,99.47134399414062,99.9919204711914,True
4033,4033,10103529527570366.jpg,ESFJ,E,S,Feel,J,34.5,99.99147033691406,False,99.78584289550781,1.0467708110809326,0.0,0.0,0.0,0.0,0.6098628044128418,99.99876403808594,False,99.0433349609375,True,100.0,Female,74.8912124633789,True,99.96702575683594,False,-12.076324462890625,2.5545949935913086,0.5440468788146973,98.1380615234375,True,46.689170837402344,99.9980239868164,99.94629669189453,False
4035,4035,10103638641445778.jpg,ESFJ,E,S,Feel,J,29.0,99.9940185546875,False,96.56371307373047,3.2117843627929688,0.0,0.0,4.011863708496094,0.0,0.0,100.0,True,94.96240234375,False,100.0,Female,99.93498229980469,False,99.9986343383789,False,-11.005434036254883,0.26537466049194336,19.135417938232422,94.131103515625,True,54.53483963012695,99.95819854736328,99.8979721069336,True
4037,4037,10104647381447335.jpg,ESFJ,E,S,Feel,J,48.5,99.84134674072266,True,33.49424743652344,27.430374145507812,0.0,0.0,9.423714637756348,0.0,0.0,99.92121887207031,False,85.36021423339844,False,99.9282455444336,Male,99.54714965820312,False,97.67878723144531,True,8.115079879760742,-22.251501083374023,-10.279033660888672,82.81623077392578,False,31.60403060913086,99.95819854736328,99.44458770751953,False
4038,4038,10104649153565995.jpg,ESFJ,E,S,Feel,J,34.5,99.9035415649414,False,98.19124603271484,3.4780383110046387,0.0,3.1501948833465576,0.0,0.0,0.0,99.90103149414062,True,99.55094146728516,True,99.92243194580078,Male,75.3929672241211,True,99.95233917236328,False,7.79854679107666,-2.387721300125122,-22.84967613220215,99.08539581298828,True,50.964027404785156,99.99880981445312,93.54170989990234,False
4040,4040,10104804675623449.jpg,ESFJ,E,S,Feel,J,34.5,95.48577880859375,True,98.1852798461914,0.5331695079803467,0.0,1.4220237731933594,0.0,0.0,0.0,99.97551727294922,False,99.9882583618164,True,99.92889404296875,Male,99.01110076904297,False,53.20901870727539,False,-5.445439338684082,2.1871016025543213,6.678715229034424,93.29478454589844,True,27.925209045410156,99.97486114501953,99.84156036376953,False
4042,4042,10105062185836008.jpg,ESFJ,E,S,Feel,J,34.5,99.98789978027344,False,99.5364761352539,0.0,0.8020281791687012,1.3052523136138916,0.0,0.0,0.0,99.88771057128906,False,97.8145751953125,True,100.0,Female,94.1192398071289,False,99.99125671386719,False,14.774324417114258,8.756401062011719,-2.791611909866333,97.43912506103516,True,28.39137840270996,99.99671173095703,99.32659912109375,False
