,index,fileName,Personality,SmileConf,SmileValue,Brightness,Sharpness
411,411,Facebook/ENTJ/10156726742123976.jpg,ENTJ,89.3041763305664,True,46.76219940185547,99.99090576171875
412,412,Facebook/ENTJ/10156736356864992.jpg,ENTJ,97.0159683227539,True,36.72397994995117,99.99974060058594
413,413,Facebook/ENTJ/10156748052536679.jpg,ENTJ,89.09672546386719,True,28.99358558654785,99.99880981445312
415,415,Facebook/ENTJ/10156789767669972.jpg,ENTJ,99.7877197265625,True,34.87537384033203,99.9305191040039
417,417,Facebook/ENTJ/10156812451500299.jpg,ENTJ,89.36328887939453,True,40.352725982666016,97.61507415771484
420,420,Facebook/ENTJ/10156860232048289.jpg,ENTJ,91.091552734375,True,31.700098037719727,99.99671173095703
423,423,Facebook/ENTJ/10156967154639199.jpg,ENTJ,82.66193389892578,True,46.03666305541992,99.99090576171875
424,424,Facebook/ENTJ/10156967154644199.jpg,ENTJ,88.40013122558594,True,47.752197265625,99.99880981445312
425,425,Facebook/ENTJ/10156980036687575.jpg,ENTJ,74.276123046875,False,55.439247131347656,53.80615997314453
427,427,Facebook/ENTJ/10157156317977588.jpg,ENTJ,97.46761322021484,True,57.952613830566406,99.99671173095703
429,429,Facebook/ENTJ/10157244146137925.jpg,ENTJ,75.48351287841797,True,39.20912551879883,99.98487854003906
430,430,Facebook/ENTJ/10157312193022837.jpg,ENTJ,98.98587036132812,True,35.58572769165039,99.9980239868164
431,431,Facebook/ENTJ/10157365820962228.jpg,ENTJ,99.0241470336914,True,51.96382522583008,99.9980239868164
432,432,Facebook/ENTJ/10157585609416959.jpg,ENTJ,99.38188171386719,True,20.741138458251953,99.98487854003906
433,433,Facebook/ENTJ/10157929845049619.jpg,ENTJ,99.19998931884766,True,34.856449127197266,99.9305191040039
435,435,Facebook/ENTJ/10159314275390237.jpg,ENTJ,84.86139678955078,True,39.67107391357422,99.98487854003906
438,438,Facebook/ENTJ/10159369004045265.jpg,ENTJ,98.3448486328125,True,39.84518051147461,99.99671173095703
441,441,Facebook/ENTJ/10159375630655234.jpg,ENTJ,99.604736328125,True,60.52858352661133,99.99671173095703
442,442,Facebook/ENTJ/10159386952590183.jpg,ENTJ,99.85508728027344,True,45.3132438659668,99.884521484375
445,445,Facebook/ENTJ/10159387207135262.jpg,ENTJ,92.46215057373047,True,34.233177185058594,99.1240463256836
446,446,Facebook/ENTJ/10159387209775262.jpg,ENTJ,92.09329986572266,True,41.26915740966797,99.99880981445312
448,448,Facebook/ENTJ/10159388735755063.jpg,ENTJ,96.91069030761719,True,40.02836227416992,99.99990844726562
449,449,Facebook/ENTJ/10159389962415104.jpg,ENTJ,97.99591064453125,True,30.578826904296875,99.99974060058594
451,451,Facebook/ENTJ/10159393871090305.jpg,ENTJ,55.10968017578125,False,62.56147003173828,99.9980239868164
453,453,Facebook/ENTJ/10159400248900702.jpg,ENTJ,98.0444107055664,True,66.79225158691406,99.95819854736328
454,454,Facebook/ENTJ/10159408374800403.jpg,ENTJ,62.58841323852539,False,66.87462615966797,99.99957275390625
456,456,Facebook/ENTJ/10159423148000156.jpg,ENTJ,98.90595245361328,True,52.70389175415039,99.99990844726562
458,458,Facebook/ENTJ/10159432762980364.jpg,ENTJ,61.94703674316406,True,60.90800857543945,84.26349639892578
459,459,Facebook/ENTJ/10159435124580433.jpg,ENTJ,96.66019439697266,True,58.038818359375,97.61507415771484
461,461,Facebook/ENTJ/10159436642085257.jpg,ENTJ,95.73511505126953,True,16.448816299438477,96.09616088867188
463,463,Facebook/ENTJ/10159439430845332.jpg,ENTJ,74.2210693359375,True,19.51228141784668,99.99090576171875
465,465,Facebook/ENTJ/10159442998735632.jpg,ENTJ,99.84310150146484,True,60.72815704345703,99.99090576171875
466,466,Facebook/ENTJ/10159442998740632.jpg,ENTJ,89.99417114257812,True,47.57720947265625,99.9980239868164
468,468,Facebook/ENTJ/10159459997090721.jpg,ENTJ,90.18047332763672,True,72.84164428710938,99.99880981445312
469,469,Facebook/ENTJ/10159463739275207.jpg,ENTJ,98.3417739868164,True,54.92105484008789,99.98487854003906
471,471,Facebook/ENTJ/10159463739285207.jpg,ENTJ,79.67505645751953,True,22.670265197753906,98.55191040039062
473,473,Facebook/ENTJ/10159469989160335.jpg,ENTJ,55.488372802734375,False,32.39307403564453,99.9945297241211
474,474,Facebook/ENTJ/10159479068510162.jpg,ENTJ,95.00474548339844,True,51.267242431640625,99.99994659423828
475,475,Facebook/ENTJ/10159482029600333.jpg,ENTJ,82.60599517822266,False,24.74148178100586,99.95819854736328
478,478,Facebook/ENTJ/10159495241265626.jpg,ENTJ,87.29914093017578,False,40.660701751708984,99.9980239868164
480,480,Facebook/ENTJ/10159501110900541.jpg,ENTJ,81.35919952392578,True,49.600406646728516,99.9945297241211
481,481,Facebook/ENTJ/10159507955225301.jpg,ENTJ,96.34000396728516,True,33.96710968017578,99.99671173095703
483,483,Facebook/ENTJ/10159508801740173.jpg,ENTJ,95.94185638427734,True,38.058536529541016,99.99090576171875
484,484,Facebook/ENTJ/10159511475135442.jpg,ENTJ,98.07272338867188,False,14.647104263305664,65.94888305664062
485,485,Facebook/ENTJ/10159512776255693.jpg,ENTJ,97.79167175292969,True,52.1707763671875,99.99671173095703
486,486,Facebook/ENTJ/10159529695220607.jpg,ENTJ,68.99696350097656,False,24.955896377563477,99.9980239868164
488,488,Facebook/ENTJ/10159540271020252.jpg,ENTJ,99.05900573730469,True,59.65507507324219,99.95819854736328
489,489,Facebook/ENTJ/10159544705625416.jpg,ENTJ,54.54481887817383,True,58.695350646972656,97.61507415771484
490,490,Facebook/ENTJ/10159544974835230.jpg,ENTJ,88.45008087158203,True,21.024215698242188,99.97486114501953
491,491,Facebook/ENTJ/10159561724015553.jpg,ENTJ,88.23919677734375,False,35.03221893310547,99.98487854003906
492,492,Facebook/ENTJ/10159565774125201.jpg,ENTJ,53.23402786254883,True,59.46189880371094,99.9980239868164
496,496,Facebook/ENTJ/10159600619675094.jpg,ENTJ,96.5738525390625,True,27.739238739013672,99.97486114501953
497,497,Facebook/ENTJ/10159601871350454.jpg,ENTJ,97.62220001220703,False,40.57789993286133,99.98487854003906
498,498,Facebook/ENTJ/10159603627545714.jpg,ENTJ,91.59468078613281,True,40.87494659423828,99.99880981445312
499,499,Facebook/ENTJ/10159614562460066.jpg,ENTJ,99.36559295654297,True,40.58865737915039,99.9980239868164
500,500,Facebook/ENTJ/10159623682525323.jpg,ENTJ,67.0101089477539,True,58.029781341552734,99.99671173095703
502,502,Facebook/ENTJ/10159629838700311.jpg,ENTJ,97.67878723144531,False,29.192279815673828,99.99090576171875
504,504,Facebook/ENTJ/10159655859365422.jpg,ENTJ,58.58308029174805,False,32.316749572753906,99.99928283691406
505,505,Facebook/ENTJ/10159666347990045.jpg,ENTJ,93.1778335571289,True,37.63134002685547,99.1240463256836
506,506,Facebook/ENTJ/10159675207825121.jpg,ENTJ,99.2262191772461,True,52.868568420410156,99.98487854003906
508,508,Facebook/ENTJ/10159749548540268.jpg,ENTJ,74.57038879394531,False,48.99552917480469,99.98487854003906
510,510,Facebook/ENTJ/10159772535185647.jpg,ENTJ,56.28170394897461,False,40.819488525390625,99.9305191040039
512,512,Facebook/ENTJ/10159863188485393.jpg,ENTJ,69.09556579589844,False,52.08391571044922,99.9945297241211
513,513,Facebook/ENTJ/10202239429004868.jpg,ENTJ,87.00100708007812,True,37.76286697387695,99.99671173095703
515,515,Facebook/ENTJ/10203569859562432.jpg,ENTJ,62.7248420715332,True,33.488487243652344,99.9945297241211
517,517,Facebook/ENTJ/10203598491879838.jpg,ENTJ,94.25212097167969,True,33.93046951293945,99.98487854003906
518,518,Facebook/ENTJ/10203616110519935.jpg,ENTJ,96.48259735107422,True,45.268741607666016,99.99090576171875
519,519,Facebook/ENTJ/10203631849912603.jpg,ENTJ,84.8014907836914,False,38.07526397705078,99.99671173095703
520,520,Facebook/ENTJ/10203673000183674.jpg,ENTJ,95.53174591064453,True,65.61003112792969,99.95819854736328
521,521,Facebook/ENTJ/10203680559732536.jpg,ENTJ,92.43865966796875,False,43.27610397338867,99.97486114501953
524,524,Facebook/ENTJ/10203774718326014.jpg,ENTJ,84.63819885253906,True,36.12171936035156,99.9945297241211
525,525,Facebook/ENTJ/10203843921056016.jpg,ENTJ,59.2353630065918,True,59.95705032348633,99.99671173095703
527,527,Facebook/ENTJ/10203874080090364.jpg,ENTJ,97.84724426269531,True,51.3585205078125,99.97486114501953
530,530,Facebook/ENTJ/10203977515113997.jpg,ENTJ,97.16426849365234,False,63.660316467285156,99.9305191040039
531,531,Facebook/ENTJ/10204059396160544.jpg,ENTJ,98.92691802978516,True,37.01641082763672,99.99090576171875
532,532,Facebook/ENTJ/10204149180165307.jpg,ENTJ,95.5551986694336,True,51.04170608520508,99.9980239868164
533,533,Facebook/ENTJ/10204202553820944.jpg,ENTJ,88.0554428100586,True,19.806737899780273,99.99880981445312
535,535,Facebook/ENTJ/10207745974566172.jpg,ENTJ,65.97378540039062,True,51.2432746887207,99.99880981445312
536,536,Facebook/ENTJ/10207779913656398.jpg,ENTJ,77.26165008544922,True,65.2957763671875,99.884521484375
538,538,Facebook/ENTJ/10207855415623295.jpg,ENTJ,91.95907592773438,True,29.101116180419922,99.95819854736328
539,539,Facebook/ENTJ/10207862131709915.jpg,ENTJ,99.56238555908203,True,39.23069763183594,29.641937255859375
541,541,Facebook/ENTJ/10208118665882797.jpg,ENTJ,94.96160125732422,True,55.456878662109375,99.9945297241211
542,542,Facebook/ENTJ/10208153398792108.jpg,ENTJ,99.287353515625,True,18.813783645629883,99.9305191040039
545,545,Facebook/ENTJ/10208400586087110.jpg,ENTJ,94.03448486328125,True,46.442481994628906,99.99090576171875
548,548,Facebook/ENTJ/10208511877869176.jpg,ENTJ,76.76172637939453,True,44.122432708740234,99.99090576171875
549,549,Facebook/ENTJ/10208521225821646.jpg,ENTJ,98.10343933105469,True,39.96741485595703,99.9980239868164
551,551,Facebook/ENTJ/10208638775525254.jpg,ENTJ,99.93392181396484,True,34.67980194091797,99.9980239868164
553,553,Facebook/ENTJ/10208893643778963.jpg,ENTJ,75.64019775390625,True,35.677574157714844,99.97486114501953
554,554,Facebook/ENTJ/10208902319950094.jpg,ENTJ,74.04199981689453,True,66.64393615722656,99.9945297241211
555,555,Facebook/ENTJ/10209069874059053.jpg,ENTJ,51.58482360839844,True,40.67478561401367,99.97486114501953
556,556,Facebook/ENTJ/10209095013244757.jpg,ENTJ,90.0702133178711,True,57.71006393432617,99.99671173095703
560,560,Facebook/ENTJ/10209480541760699.jpg,ENTJ,99.8958740234375,False,36.09482192993164,99.99090576171875
562,562,Facebook/ENTJ/10209551443374645.jpg,ENTJ,50.95277404785156,True,52.40073776245117,99.9980239868164
563,563,Facebook/ENTJ/10209561203977945.jpg,ENTJ,66.57789611816406,True,32.29647445678711,99.99957275390625
564,564,Facebook/ENTJ/10209602300126017.jpg,ENTJ,80.76683044433594,True,43.5741081237793,99.99671173095703
565,565,Facebook/ENTJ/10209670802076043.jpg,ENTJ,81.54470825195312,True,58.56596755981445,99.95819854736328
566,566,Facebook/ENTJ/10209686950800306.jpg,ENTJ,66.63675689697266,False,37.33891677856445,99.98487854003906
567,567,Facebook/ENTJ/10209687837465734.jpg,ENTJ,77.39087677001953,True,52.165592193603516,99.98487854003906
569,569,Facebook/ENTJ/10209704255394726.jpg,ENTJ,54.41080856323242,True,31.084712982177734,99.9980239868164
570,570,Facebook/ENTJ/10209712427718530.jpg,ENTJ,51.036376953125,True,35.083900451660156,99.98487854003906
571,571,Facebook/ENTJ/10209732209052619.jpg,ENTJ,98.49310302734375,True,28.69456672668457,99.99090576171875
573,573,Facebook/ENTJ/10209748525579283.jpg,ENTJ,99.93605041503906,True,52.42684555053711,99.99090576171875
574,574,Facebook/ENTJ/10209813030912896.jpg,ENTJ,65.12163543701172,True,36.12997055053711,99.99928283691406
575,575,Facebook/ENTJ/10209845211342541.jpg,ENTJ,99.7860107421875,True,28.256473541259766,99.98487854003906
577,577,Facebook/ENTJ/10209852534285217.jpg,ENTJ,72.04203796386719,True,42.39704513549805,99.9980239868164
578,578,Facebook/ENTJ/10209876046088025.jpg,ENTJ,60.799522399902344,True,52.826011657714844,99.99928283691406
579,579,Facebook/ENTJ/10209884296413874.jpg,ENTJ,99.30039978027344,True,31.43248176574707,99.99671173095703
583,583,Facebook/ENTJ/10209948592062475.jpg,ENTJ,95.96074676513672,True,61.23583984375,99.9945297241211
584,584,Facebook/ENTJ/10209961199376510.jpg,ENTJ,73.10865783691406,True,35.826759338378906,99.95819854736328
585,585,Facebook/ENTJ/10209963942445065.jpg,ENTJ,86.94032287597656,True,57.24836730957031,99.9305191040039
586,586,Facebook/ENTJ/10209966584352301.jpg,ENTJ,99.23924255371094,True,43.660064697265625,99.99957275390625
587,587,Facebook/ENTJ/10209991674899023.jpg,ENTJ,97.69306945800781,True,36.84032440185547,99.99090576171875
588,588,Facebook/ENTJ/10209993298444753.jpg,ENTJ,65.1216049194336,True,45.02058792114258,99.98487854003906
589,589,Facebook/ENTJ/10210028591139953.jpg,ENTJ,84.07965087890625,True,32.81539535522461,99.9945297241211
592,592,Facebook/ENTJ/10210045619912458.jpg,ENTJ,99.56489562988281,True,25.83942985534668,99.99671173095703
593,593,Facebook/ENTJ/10210053936890465.jpg,ENTJ,64.63279724121094,True,38.75351333618164,99.99974060058594
595,595,Facebook/ENTJ/10210055461478146.jpg,ENTJ,73.288818359375,True,31.836383819580078,99.95819854736328
598,598,Facebook/ENTJ/10210084780987634.jpg,ENTJ,72.016357421875,False,38.90464401245117,99.884521484375
601,601,Facebook/ENTJ/10210166084810898.jpg,ENTJ,99.28592681884766,True,51.906227111816406,99.68138885498047
604,604,Facebook/ENTJ/10210187533994156.jpg,ENTJ,92.2409896850586,True,63.64834976196289,99.97486114501953
605,605,Facebook/ENTJ/10210198842227117.jpg,ENTJ,95.29816436767578,True,28.946775436401367,99.9980239868164
606,606,Facebook/ENTJ/10210213010381075.jpg,ENTJ,93.48294830322266,True,39.160850524902344,99.99090576171875
607,607,Facebook/ENTJ/10210245305993384.jpg,ENTJ,97.66413116455078,False,43.43869400024414,99.97486114501953
609,609,Facebook/ENTJ/10210274200556100.jpg,ENTJ,77.74019622802734,True,29.93829345703125,99.98487854003906
614,614,Facebook/ENTJ/10210305618057127.jpg,ENTJ,99.42281341552734,False,30.132568359375,99.99090576171875
615,615,Facebook/ENTJ/10210314769333694.jpg,ENTJ,93.08402252197266,True,48.29218673706055,99.9305191040039
616,616,Facebook/ENTJ/10210315012364103.jpg,ENTJ,99.1993408203125,True,39.90590286254883,99.884521484375
617,617,Facebook/ENTJ/10210335106205499.jpg,ENTJ,99.43781280517578,False,68.2974853515625,99.99928283691406
618,618,Facebook/ENTJ/10210352803277355.jpg,ENTJ,93.50707244873047,True,33.28252410888672,93.67259216308594
620,620,Facebook/ENTJ/10210355166459736.jpg,ENTJ,99.84420776367188,True,57.78813171386719,99.97486114501953
621,621,Facebook/ENTJ/10210389562715706.jpg,ENTJ,89.74734497070312,True,51.268959045410156,99.9980239868164
622,622,Facebook/ENTJ/10210390865033531.jpg,ENTJ,94.44871520996094,True,36.649879455566406,99.99880981445312
627,627,Facebook/ENTJ/10210483312507996.jpg,ENTJ,72.87144470214844,True,44.19222640991211,99.99090576171875
629,629,Facebook/ENTJ/10210509999083303.jpg,ENTJ,99.96121978759766,False,57.988494873046875,93.67259216308594
631,631,Facebook/ENTJ/10210513321964771.jpg,ENTJ,65.50175476074219,True,20.618539810180664,99.9980239868164
633,633,Facebook/ENTJ/10210556556540787.jpg,ENTJ,54.24908447265625,True,46.37443542480469,99.99984741210938
634,634,Facebook/ENTJ/10210577528460804.jpg,ENTJ,99.91246032714844,False,39.62730407714844,99.9980239868164
635,635,Facebook/ENTJ/10210583241837639.jpg,ENTJ,98.77215576171875,True,30.882099151611328,99.97486114501953
636,636,Facebook/ENTJ/10210584718759562.jpg,ENTJ,98.3153076171875,True,46.02604675292969,99.97486114501953
637,637,Facebook/ENTJ/10210604308366397.jpg,ENTJ,99.46306610107422,False,46.78968811035156,99.99880981445312
638,638,Facebook/ENTJ/10210609509370499.jpg,ENTJ,83.25572967529297,True,36.591156005859375,99.95819854736328
639,639,Facebook/ENTJ/10210635022057289.jpg,ENTJ,99.58440399169922,True,53.66682434082031,99.9980239868164
642,642,Facebook/ENTJ/10210677601400318.jpg,ENTJ,98.2300033569336,True,46.756370544433594,65.94888305664062
643,643,Facebook/ENTJ/10210677745562199.jpg,ENTJ,69.40142059326172,False,36.17449951171875,99.99957275390625
644,644,Facebook/ENTJ/10210681202569711.jpg,ENTJ,99.6585464477539,True,34.36920928955078,99.99994659423828
645,645,Facebook/ENTJ/10210688815433569.jpg,ENTJ,99.2441177368164,True,35.296173095703125,99.99090576171875
646,646,Facebook/ENTJ/10210691514952610.jpg,ENTJ,96.81526947021484,True,39.382362365722656,99.97486114501953
648,648,Facebook/ENTJ/10210700583294144.jpg,ENTJ,90.8035659790039,True,55.53506088256836,99.99090576171875
649,649,Facebook/ENTJ/10210700810821680.jpg,ENTJ,95.60662841796875,True,32.383331298828125,99.99880981445312
650,650,Facebook/ENTJ/10210701909850329.jpg,ENTJ,88.62581634521484,True,24.925477981567383,99.98487854003906
651,651,Facebook/ENTJ/10210715666515363.jpg,ENTJ,91.00336456298828,True,44.48208999633789,99.9980239868164
654,654,Facebook/ENTJ/10210727395805957.jpg,ENTJ,99.38419342041016,False,36.469181060791016,99.99090576171875
655,655,Facebook/ENTJ/10210730681406555.jpg,ENTJ,52.65325164794922,False,42.29844665527344,99.99957275390625
656,656,Facebook/ENTJ/10210751084433294.jpg,ENTJ,96.48432159423828,True,61.10532760620117,99.9980239868164
658,658,Facebook/ENTJ/10210791911535533.jpg,ENTJ,89.91212463378906,False,63.338096618652344,99.9945297241211
661,661,Facebook/ENTJ/10210847961777887.jpg,ENTJ,81.70219421386719,False,30.28685188293457,98.55191040039062
663,663,Facebook/ENTJ/10210896214906945.jpg,ENTJ,64.29132080078125,True,52.3096809387207,99.99957275390625
664,664,Facebook/ENTJ/10210914756125182.jpg,ENTJ,53.01428985595703,False,27.053302764892578,99.99880981445312
665,665,Facebook/ENTJ/10210948356369493.jpg,ENTJ,85.58509063720703,False,44.55306625366211,99.80813598632812
667,667,Facebook/ENTJ/10210978222232299.jpg,ENTJ,76.59788513183594,True,47.06403350830078,99.9945297241211
669,669,Facebook/ENTJ/10211043836591422.jpg,ENTJ,85.47146606445312,True,27.625625610351562,99.9980239868164
670,670,Facebook/ENTJ/10211049837664977.jpg,ENTJ,77.35637664794922,True,46.29036331176758,99.99671173095703
672,672,Facebook/ENTJ/10211133390076742.jpg,ENTJ,88.89342498779297,True,45.73905563354492,99.99671173095703
673,673,Facebook/ENTJ/10211134949032021.jpg,ENTJ,99.8554458618164,True,37.2966423034668,99.99880981445312
674,674,Facebook/ENTJ/10211138327114881.jpg,ENTJ,53.00185775756836,False,49.32023239135742,99.95819854736328
677,677,Facebook/ENTJ/10211223816576696.jpg,ENTJ,56.75221252441406,True,48.723323822021484,99.9945297241211
678,678,Facebook/ENTJ/10211361276760470.jpg,ENTJ,62.91368103027344,False,52.49123001098633,99.99090576171875
681,681,Facebook/ENTJ/10211475550665714.jpg,ENTJ,84.72188568115234,True,46.78980255126953,99.9980239868164
682,682,Facebook/ENTJ/10211578038538932.jpg,ENTJ,99.25528717041016,True,39.053688049316406,99.47134399414062
683,683,Facebook/ENTJ/10211582365647728.jpg,ENTJ,97.87761688232422,True,46.041648864746094,99.99090576171875
684,684,Facebook/ENTJ/10211655296357126.jpg,ENTJ,81.086669921875,False,31.964418411254883,99.97486114501953
690,690,Facebook/ENTJ/10211775612958777.jpg,ENTJ,50.95436477661133,False,44.929447174072266,99.99090576171875
693,693,Facebook/ENTJ/10211805210059861.jpg,ENTJ,74.60922241210938,False,51.47416687011719,99.9945297241211
694,694,Facebook/ENTJ/10211848888709870.jpg,ENTJ,92.86808013916016,True,40.76299285888672,99.80813598632812
695,695,Facebook/ENTJ/10211856181213937.jpg,ENTJ,79.667724609375,True,38.24805450439453,99.99880981445312
697,697,Facebook/ENTJ/10211913790419008.jpg,ENTJ,97.97137451171875,True,56.93318176269531,99.1240463256836
698,698,Facebook/ENTJ/10211928863950062.jpg,ENTJ,91.14541625976562,True,57.62269592285156,99.9945297241211
700,700,Facebook/ENTJ/10211964791369931.jpg,ENTJ,78.72284698486328,True,33.05585861206055,99.99671173095703
702,702,Facebook/ENTJ/10211987715902857.jpg,ENTJ,99.60948181152344,False,39.3526496887207,99.99880981445312
704,704,Facebook/ENTJ/10212092956613219.jpg,ENTJ,94.65283966064453,True,37.1567497253418,99.99880981445312
711,711,Facebook/ENTJ/10212154620598856.jpg,ENTJ,89.48265075683594,True,58.089542388916016,99.884521484375
712,712,Facebook/ENTJ/10212174267484699.jpg,ENTJ,79.60810089111328,False,40.74460220336914,99.9945297241211
713,713,Facebook/ENTJ/10212176440999285.jpg,ENTJ,80.68131256103516,True,62.48503494262695,99.95819854736328
715,715,Facebook/ENTJ/10212192537106744.jpg,ENTJ,85.94690704345703,False,39.75311279296875,99.99928283691406
716,716,Facebook/ENTJ/10212199655759319.jpg,ENTJ,80.02852630615234,False,39.00611877441406,99.98487854003906
717,717,Facebook/ENTJ/10212205003973562.jpg,ENTJ,70.48091125488281,False,48.634605407714844,99.99999237060547
720,720,Facebook/ENTJ/10212246817860222.jpg,ENTJ,94.87630462646484,True,52.02378463745117,99.97486114501953
722,722,Facebook/ENTJ/10212270241763562.jpg,ENTJ,55.953060150146484,True,21.985681533813477,99.97486114501953
723,723,Facebook/ENTJ/10212272576464201.jpg,ENTJ,99.52339172363281,True,59.98090362548828,99.80813598632812
725,725,Facebook/ENTJ/10212282253665422.jpg,ENTJ,59.04750061035156,True,30.278825759887695,99.99671173095703
726,726,Facebook/ENTJ/10212301523710978.jpg,ENTJ,88.68822479248047,False,45.12431716918945,99.99090576171875
729,729,Facebook/ENTJ/10212363259091428.jpg,ENTJ,82.81428527832031,True,50.278656005859375,98.55191040039062
730,730,Facebook/ENTJ/10212398730076100.jpg,ENTJ,99.35091400146484,True,37.31255340576172,99.9305191040039
732,732,Facebook/ENTJ/10212404834768625.jpg,ENTJ,93.37667083740234,True,55.797576904296875,99.9980239868164
733,733,Facebook/ENTJ/10212418724076728.jpg,ENTJ,99.39257049560547,True,29.1829891204834,99.99880981445312
734,734,Facebook/ENTJ/10212424018069822.jpg,ENTJ,64.12376403808594,True,45.723506927490234,99.99880981445312
735,735,Facebook/ENTJ/10212441944456336.jpg,ENTJ,59.501182556152344,True,25.62639617919922,99.9980239868164
736,736,Facebook/ENTJ/10212474551210083.jpg,ENTJ,50.65485382080078,False,50.835262298583984,99.9945297241211
737,737,Facebook/ENTJ/10212491518821068.jpg,ENTJ,95.61964416503906,True,40.2507438659668,99.97486114501953
738,738,Facebook/ENTJ/10212497036953821.jpg,ENTJ,74.6376724243164,True,46.629913330078125,99.99928283691406
739,739,Facebook/ENTJ/10212517047112910.jpg,ENTJ,96.95394897460938,True,47.59151840209961,99.95819854736328
740,740,Facebook/ENTJ/10212520269775482.jpg,ENTJ,54.17535400390625,False,48.610355377197266,99.98487854003906
743,743,Facebook/ENTJ/10212593637149818.jpg,ENTJ,96.2270736694336,True,54.695068359375,99.97486114501953
746,746,Facebook/ENTJ/10212609873215943.jpg,ENTJ,82.11573028564453,False,27.044206619262695,99.9980239868164
748,748,Facebook/ENTJ/10212635904270143.jpg,ENTJ,99.10594177246094,True,40.533119201660156,99.99880981445312
749,749,Facebook/ENTJ/10212684040129381.jpg,ENTJ,95.88780212402344,True,17.089296340942383,99.97486114501953
751,751,Facebook/ENTJ/10212715777563199.jpg,ENTJ,95.54035949707031,True,40.890438079833984,99.99880981445312
754,754,Facebook/ENTJ/10212822123139921.jpg,ENTJ,99.89459228515625,True,45.7126350402832,99.98487854003906
757,757,Facebook/ENTJ/10212846987063119.jpg,ENTJ,94.48973846435547,True,38.221012115478516,65.94888305664062
759,759,Facebook/ENTJ/10212858914780134.jpg,ENTJ,87.05077362060547,False,35.75566864013672,99.99671173095703
760,760,Facebook/ENTJ/10212881818453618.jpg,ENTJ,94.77835083007812,True,41.991119384765625,99.95819854736328
761,761,Facebook/ENTJ/10212883326471291.jpg,ENTJ,97.4367446899414,False,42.008296966552734,99.97486114501953
762,762,Facebook/ENTJ/10212890691475735.jpg,ENTJ,66.38277435302734,False,34.50084686279297,99.9980239868164
763,763,Facebook/ENTJ/10212922277709778.jpg,ENTJ,89.37614440917969,True,35.96132278442383,99.99090576171875
765,765,Facebook/ENTJ/10212931195468608.jpg,ENTJ,99.7247314453125,True,36.68308639526367,99.99974060058594
766,766,Facebook/ENTJ/10212934420348195.jpg,ENTJ,94.55801391601562,True,25.004423141479492,99.9945297241211
767,767,Facebook/ENTJ/10212935277232118.jpg,ENTJ,52.37225341796875,True,32.553749084472656,97.61507415771484
769,769,Facebook/ENTJ/10212945503004887.jpg,ENTJ,99.93373107910156,False,18.70357894897461,99.98487854003906
773,773,Facebook/ENTJ/10212973139597300.jpg,ENTJ,93.34785461425781,True,45.64371871948242,99.97486114501953
774,774,Facebook/ENTJ/10212984215172591.jpg,ENTJ,87.15850067138672,False,52.89622497558594,99.98487854003906
775,775,Facebook/ENTJ/10213033721331277.jpg,ENTJ,98.80328369140625,True,54.60184097290039,99.80813598632812
776,776,Facebook/ENTJ/10213037730310757.jpg,ENTJ,88.8625717163086,True,56.70392608642578,98.55191040039062
778,778,Facebook/ENTJ/10213066280084994.jpg,ENTJ,95.5254135131836,True,51.58118438720703,99.99957275390625
779,779,Facebook/ENTJ/10213087777563336.jpg,ENTJ,99.84603118896484,True,56.824893951416016,99.9945297241211
780,780,Facebook/ENTJ/10213117993758364.jpg,ENTJ,88.180908203125,True,45.093109130859375,99.9945297241211
781,781,Facebook/ENTJ/10213119075104409.jpg,ENTJ,94.86663055419922,True,52.779624938964844,99.68138885498047
783,783,Facebook/ENTJ/10213132407212376.jpg,ENTJ,99.7203369140625,False,31.182104110717773,99.99090576171875
784,784,Facebook/ENTJ/10213148505219129.jpg,ENTJ,98.85848999023438,True,73.00648498535156,99.97486114501953
785,785,Facebook/ENTJ/10213181858994632.jpg,ENTJ,96.30060577392578,True,64.9987564086914,99.97486114501953
786,786,Facebook/ENTJ/10213187373151846.jpg,ENTJ,75.67912292480469,True,32.835025787353516,99.9945297241211
788,788,Facebook/ENTJ/10213207191027149.jpg,ENTJ,99.03817749023438,False,62.20015335083008,99.9945297241211
791,791,Facebook/ENTJ/10213410790600936.jpg,ENTJ,55.62130355834961,True,59.5151252746582,99.9980239868164
792,792,Facebook/ENTJ/10213415679641724.jpg,ENTJ,90.56327056884766,True,35.45721435546875,99.9945297241211
795,795,Facebook/ENTJ/10213489934870362.jpg,ENTJ,81.43948364257812,True,67.00271606445312,99.95819854736328
796,796,Facebook/ENTJ/10213495186721337.jpg,ENTJ,99.19036102294922,True,24.93958854675293,99.9305191040039
797,797,Facebook/ENTJ/10213544441781898.jpg,ENTJ,69.4919662475586,False,53.942745208740234,99.9980239868164
798,798,Facebook/ENTJ/10213565971880267.jpg,ENTJ,99.7740478515625,True,37.2790412902832,99.95819854736328
801,801,Facebook/ENTJ/10213645191139678.jpg,ENTJ,99.78561401367188,True,32.68727493286133,99.99928283691406
803,803,Facebook/ENTJ/10213656489993843.jpg,ENTJ,99.91883087158203,False,41.53657531738281,99.99671173095703
804,804,Facebook/ENTJ/10213657576743673.jpg,ENTJ,99.99932861328125,False,62.2701416015625,99.47134399414062
805,805,Facebook/ENTJ/10213659725703674.jpg,ENTJ,97.9542465209961,True,49.47952651977539,53.80615997314453
